,belongs_to_collection,genres,id,overview,popularity,production_companies,status,tagline,title,vote_average,vote_count,director
1778,,"Fantasy, Animation, Drama, Romance, Family",18937,"During the times of King Arthur, Kayley is a brave girl who dreams of following her late father as a Knight of the Round Table. The evil Ruber wants to invade Camelot and take the throne of King Arthur, and Kayley has to stop him.",13.02535,"[{'name': 'Warner Bros.', 'id': 6194}]",Released,An evil knight gives nobility a bad name.,Quest for Camelot,6.9,193.0,['Frederik Du Chau']
8118,The Exorcist Collection,"Horror, Mystery, Thriller",11026,"Having lived through traumatizing events during WWII, Father Lankester Merrin takes a sabbatical from the Church to conduct archaeological excavations in British-administered East Africa. Merrin unearths an ancient Byzantine church believed have been built and then immediately buried to keep down evil from the crypt below. The natives are convinced that uncovering the church has unleashed a demon, and begin to violently clash with the British military troops. As the village rapidly disintegrates into chaos and war, Merrin must face-off with the demon which has taken possession of somebody close to him.",13.02369,"[{'name': 'Morgan Creek Productions', 'id': 10210}, {'name': 'Dominion Productions', 'id': 36452}]",Released,Go back to where the horror began.,Exorcist: The Beginning,4.7,189.0,['Renny Harlin']
2208,Child's Play Collection,"Horror, Comedy",11932,"Chucky hooks up with another murderous doll, the bridal gown-clad Tiffany, for a Route 66 murder spree with their unwitting hosts.",13.018491,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Midwinter Productions Inc.', 'id': 5550}]",Released,Chucky Gets Lucky.,Bride of Chucky,5.5,366.0,['Ronny Yu']
494,,"Comedy, Romance",31911,Electrician Gus gets the chance to fulfill a childhood dream by buying an old bowling-alley with some of his friends.,13.011091,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'The Samuel Goldwyn Company', 'id': 8888}, {'name': 'Night Life Inc.', 'id': 16827}]",Released,Sometimes love is a stranger. And sometimes it's someone you've known all your life.,Mr. Wonderful,5.5,11.0,['Anthony Minghella']
1864,,"Adventure, Family, Fantasy",13597,"Frustrated with babysitting on yet another weekend night, Sarah - a teenager with an active imagination - summons the Goblins from her favourite book, ""Labyrinth"", to take the baby stepbrother away. When little Toby actually disappears, Sarah must follow him into the world of the fairytale to rescue him from the Goblin King!",13.009688,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'TriStar Pictures', 'id': 559}, {'name': 'Jim Henson Company, The', 'id': 6254}, {'name': 'Henson Associates (HA)', 'id': 24931}]",Released,Where everything seems possible and nothing is what it seems.,Labyrinth,7.1,618.0,['Jim Henson']
15686,,"Adventure, Action, Drama",23759,"Britain, A.D. 117. Quintus Dias, the sole survivor of a Pictish raid on a Roman frontier fort, marches north with General Virilus' legendary Ninth Legion, under orders to wipe the Picts from the face of the Earth and destroy their leader, Gorlacon.",13.00941,"[{'name': 'Pathé Pictures International', 'id': 1178}, {'name': 'UK Film Council', 'id': 2452}, {'name': 'Celador Films', 'id': 3573}, {'name': 'Canal+', 'id': 5358}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'CinéCinéma', 'id': 6301}]",Released,History is written in blood,Centurion,6.0,394.0,['Neil Marshall']
7178,,"Adventure, Drama",12775,"A band of medieval mercenaries take revenge on a noble lord who decides not to pay them by kidnapping the betrothed of the noble's son. As the plague and warfare cut a swathe of destruction throughout the land, the mercenaries hole up in a castle and await their fate.",13.006729,"[{'name': 'Impala', 'id': 1183}, {'name': 'Riverside Pictures', 'id': 6140}]",Released,Betrayed by power. Corrupted by love. Bound by honor.,Flesh + Blood,6.3,87.0,['Paul Verhoeven']
13384,Mall Cop Collection,"Action, Adventure, Comedy, Family",14560,"Mild-mannered Paul Blart (Kevin James) has always had huge dreams of becoming a State Trooper. Until then, he patrols the local mall as a security guard. With his closely cropped moustache, personal transporter and gung-ho attitude, only Blart seems to take his job seriously. All that changes when a team of thugs raids the mall and takes hostages. Untrained, unarmed and a super-size target, Blart has to become a real cop to save the day.",13.003122,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Happy Madison Productions', 'id': 2608}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Hey Eddie', 'id': 46222}]",Released,Safety Never Takes A Holiday.,Paul Blart: Mall Cop,5.2,807.0,['Steve Carr']
24246,,Thriller,284427,"Benjamin, a young German computer whiz, is invited to join a subversive hacker group that wants to be noticed on the world's stage.",13.001155,"[{'name': 'Seven Pictures', 'id': 1107}, {'name': 'Deutsche Columbia Pictures Film Produktion', 'id': 26976}, {'name': 'Wiedemann & Berg Television', 'id': 40788}]",Released,No system is safe.,Who Am I,7.6,430.0,['Baran bo Odar']
5756,James Bond Collection,"Adventure, Action, Thriller",36669,"Bond takes on a North Korean leader who undergoes DNA replacement procedures that allow him to assume different identities. American agent, Jinx Johnson assists Bond in his attempt to thwart the villain's plans to exploit a satellite that is powered by solar energy.",12.996474,"[{'name': 'Eon Productions', 'id': 7576}]",Released,He’s never been cooler.,Die Another Day,5.8,1112.0,['Lee Tamahori']
7125,The Butterfly Effect Collection,"Science Fiction, Thriller",1954,"A young man struggles to access sublimated childhood memories. He finds a technique that allows him to travel back into the past, to occupy his childhood body and change history. However, he soon finds that every change he makes has unexpected consequences.",12.994939,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'FilmEngine', 'id': 816}, {'name': 'Katalyst Films', 'id': 817}, {'name': 'BenderSpink', 'id': 6363}, {'name': 'Province of British Columbia Production Services Tax Credit', 'id': 12200}]",Released,"Such minor changes, such huge consequences.",The Butterfly Effect,7.3,2119.0,"['Eric Bress', 'J. Mackye Gruber']"
12987,,"Comedy, Fantasy, Romance",12797,"Dentist, Bertram Pincus is a man whose people skills leave much to be desired. When Pincus dies unexpectedly, but is miraculously revived after seven minutes, he wakes up to discover that he now has the annoying ability to see ghosts.",12.994773,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Pariah', 'id': 11733}]",Released,He sees dead people... and they annoy him.,Ghost Town,6.4,288.0,['David Koepp']
1977,Lady and the Tramp Collection,"Family, Animation",10340,"Lady, a golden cocker spaniel, meets up with a mongrel dog who calls himself the Tramp. He is obviously from the wrong side of town, but happenings at Lady's home make her decide to travel with him for a while.",12.994387,"[{'name': 'Walt Disney Productions', 'id': 3166}]",Released,She's from the leash and license set... he's footloose and collar free!,Lady and the Tramp,6.9,1241.0,"['Hamilton Luske', 'Wilfred Jackson', 'Clyde Geronimi']"
13019,,"Comedy, Music, Romance",12182,"Nick cannot stop obsessing over his ex-girlfriend, Tris, until Tris' friend Norah suddenly shows interest in him at a club. Thus beings an odd night filled with ups and downs as the two keep running into Tris and her new boyfriend while searching for Norah's drunken friend, Caroline, with help from Nick's band mates. As the night winds down, the two have to figure out what they want from each other.",12.992176,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Mandate Pictures', 'id': 771}, {'name': 'Depth of Field', 'id': 1473}, {'name': 'Screen Gems', 'id': 3287}]",Released,Every night has a soundtrack.,Nick and Norah's Infinite Playlist,6.4,387.0,['Peter Sollett']
1227,,"Romance, Fantasy, Drama, Comedy",137,"A narcissistic TV weatherman, along with his attractive-but-distant producer and mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over.",12.989627,"[{'name': 'Columbia Pictures', 'id': 5}]",Released,"He's having the worst day of his life... over, and over...",Groundhog Day,7.4,2358.0,['Harold Ramis']
16126,,"Drama, Thriller",44214,"A ballet dancer wins the lead in ""Swan Lake"" and is perfect for the role of the delicate White Swan - Princess Odette - but slowly loses her mind as she becomes more and more like Odile, the Black Swan.",12.989056,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Protozoa Pictures', 'id': 7503}, {'name': 'Cross Creek Pictures', 'id': 10246}]",Released,"In the era of personal branding, the scariest possibility is that someone might be better at being you than you are.",Black Swan,7.3,4562.0,['Darren Aronofsky']
3139,Sister Act Collection,"Music, Comedy",6279,"Deloris Van Cartier is again asked to don the nun's habit to help a run-down Catholic school, presided over by Mother Superior. And if trying to reach out to a class full of uninterested students wasn't bad enough, the sisters discover that the school is due to be closed by the unscrupulous local authority chief Mr. Crisp.",12.986842,"[{'name': 'Touchstone Pictures', 'id': 9195}]",Released,,Sister Act 2: Back in the Habit,5.9,384.0,['Bill Duke']
13899,Ice Age Collection,"Animation, Comedy, Family, Adventure",8355,"Times are changing for Manny the moody mammoth, Sid the motor mouthed sloth and Diego the crafty saber-toothed tiger. Life heats up for our heroes when they meet some new and none-too-friendly neighbors – the mighty dinosaurs.",12.980624,"[{'name': 'Blue Sky Studios', 'id': 9383}, {'name': 'Twentieth Century Fox Animation', 'id': 11749}]",Released,You Won't Believe Your Ice!,Ice Age: Dawn of the Dinosaurs,6.5,2330.0,['Carlos Saldanha']
6849,,"Thriller, Crime, Drama",10952,"A gangster, Nino, is in the Cash Money Brothers, making a million dollars every week selling crack. A cop, Scotty, discovers that the only way to infiltrate the gang is to become a dealer himself.",12.979446,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Jackson/McHenry Company,The', 'id': 37350}, {'name': 'Jacmac Films', 'id': 73997}]",Released,They're a new breed of gangster. The new public enemy. The new family of crime.,New Jack City,6.3,134.0,['Mario Van Peebles']
2246,,"Action, Drama, Thriller",9798,"Hotshot Washington lawyer, Robert Dean becomes a victim of high-tech identity theft when a hacker slips an incriminating video into his pocket. Soon, a rogue National Security agent sets out to recover the tape – and destroy Dean.",12.978751,"[{'name': 'Jerry Bruckheimer Films', 'id': 130}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'No Such Productions', 'id': 79209}]",Released,It's not paranoia if they're really after you.,Enemy of the State,6.7,1266.0,['Tony Scott']
32502,,"Drama, Comedy",274479,A story based on the life of a struggling Long Island single mom who became one of the country's most successful entrepreneurs.,12.975936,"[{'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Davis Entertainment', 'id': 1302}, {'name': 'Annapurna Pictures', 'id': 13184}, {'name': 'TSG Entertainment', 'id': 22213}]",Released,,Joy,6.4,1619.0,['David O. Russell']
32840,,"Thriller, Mystery, Drama, Crime",319910,"The bonds of brotherhood, the laws of loyalty, and the futility of violence in the shadows of the US Mexico border gang wars.",12.971415,"[{'name': 'Reliance Entertainment', 'id': 7294}]",Released,,Broken Horses,5.0,10.0,['Vidhu Vinod Chopra']
3319,Death Wish Collection,"Action, Crime, Drama, Thriller",13939,A New York City architect becomes a one-man vigilante squad after his wife is murdered by street punks in which he randomly goes out and kills would-be muggers on the mean streets after dark.,12.968011,"[{'name': 'Paramount Pictures', 'id': 4}]",Released,"Vigilante, city style -- Judge, Jury, and Executioner",Death Wish,7.0,165.0,['Michael Winner']
410,Stakeout Collection,"Action, Comedy",9409,"Chris and Bill are called upon for their excellent surveillance record to stakeout a lakeside home where a Mafia trial witness is believed to be heading or already hiding. Unlike their earlier _Stakeout_, this time they are accompanied by Gina Garret from the DA's office and her pet rottweiler 'Archie'; their cover, husband and wife with son Bill.",12.967239,"[{'name': 'Touchstone Pictures', 'id': 9195}]",Released,"They're on the look out for thrills, action and adventure.",Another Stakeout,4.9,58.0,['John Badham']
2021,Addams Family Collection,"Horror, Comedy, Fantasy",2907,"Uncle Fester has been missing for 25 years. An evil doctor finds out and introduces a fake Fester in an attempt to get the Adams Family's money. The youngest daughter has some doubts about the new uncle Fester, but the fake uncle adapts very well to the strange family. Can the doctor carry out her evil plans and take over the Adams Family's fortune?",12.962525,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Orion Pictures', 'id': 41}, {'name': 'Scott Rudin Productions', 'id': 258}]",Released,Weird Is Relative,The Addams Family,6.7,871.0,['Barry Sonnenfeld']
